"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"21.03.2015 11:30 - 21.03.2015 11:45","58819","61413"
"21.03.2015 11:45 - 21.03.2015 12:00","58610","61267"
"21.03.2015 12:00 - 21.03.2015 12:15","58532","61089"
"21.03.2015 12:15 - 21.03.2015 12:30","57961","60552"
"21.03.2015 12:30 - 21.03.2015 12:45","57727","60588"
"21.03.2015 12:45 - 21.03.2015 13:00","57329","60435"
"21.03.2015 13:00 - 21.03.2015 13:15","56871","59842"
"21.03.2015 13:15 - 21.03.2015 13:30","56282","58927"
"21.03.2015 13:30 - 21.03.2015 13:45","55585","58638"
"21.03.2015 13:45 - 21.03.2015 14:00","55661","58179"
"21.03.2015 14:00 - 21.03.2015 14:15","54787","57568"
"21.03.2015 14:15 - 21.03.2015 14:30","54385","56931"
"21.03.2015 14:30 - 21.03.2015 14:45","54031","56773"
"21.03.2015 14:45 - 21.03.2015 15:00","53738","56722"
"21.03.2015 15:00 - 21.03.2015 15:15","53655","56686"
"21.03.2015 15:15 - 21.03.2015 15:30","53178","56427"
"21.03.2015 15:30 - 21.03.2015 15:45","52970","56296"
"21.03.2015 15:45 - 21.03.2015 16:00","52646","56176"
"21.03.2015 16:00 - 21.03.2015 16:15","52610","56259"
"21.03.2015 16:15 - 21.03.2015 16:30","52407","56029"
"21.03.2015 16:30 - 21.03.2015 16:45","52467","55973"
"21.03.2015 16:45 - 21.03.2015 17:00","52590","56048"
"21.03.2015 17:00 - 21.03.2015 17:15","52506","56366"
"21.03.2015 17:15 - 21.03.2015 17:30","52893","56709"
"21.03.2015 17:30 - 21.03.2015 17:45","53509","57462"
"21.03.2015 17:45 - 21.03.2015 18:00","54159","57934"
"21.03.2015 18:00 - 21.03.2015 18:15","55018","58574"
"21.03.2015 18:15 - 21.03.2015 18:30","55608","58898"
"21.03.2015 18:30 - 21.03.2015 18:45","56281","59554"
"21.03.2015 18:45 - 21.03.2015 19:00","56816","60349"
"21.03.2015 19:00 - 21.03.2015 19:15","57192","60815"
"21.03.2015 19:15 - 21.03.2015 19:30","56799","60388"
"21.03.2015 19:30 - 21.03.2015 19:45","56253","59767"
"21.03.2015 19:45 - 21.03.2015 20:00","55455","58831"
"21.03.2015 20:00 - 21.03.2015 20:15","54524","58104"
"21.03.2015 20:15 - 21.03.2015 20:30","53231","56574"
"21.03.2015 20:30 - 21.03.2015 20:45","52318","55645"
"21.03.2015 20:45 - 21.03.2015 21:00","51668","54855"
"21.03.2015 21:00 - 21.03.2015 21:15","51248","54435"
"21.03.2015 21:15 - 21.03.2015 21:30","50833","53529"
"21.03.2015 21:30 - 21.03.2015 21:45","50105","53332"
"21.03.2015 21:45 - 21.03.2015 22:00","49654","52966"
"21.03.2015 22:00 - 21.03.2015 22:15","50105","53573"
"21.03.2015 22:15 - 21.03.2015 22:30","49479","53063"
"21.03.2015 22:30 - 21.03.2015 22:45","48787","52208"
"21.03.2015 22:45 - 21.03.2015 23:00","47877","51372"
"21.03.2015 23:00 - 21.03.2015 23:15","46910","50557"
"21.03.2015 23:15 - 21.03.2015 23:30","46208","49515"
"21.03.2015 23:30 - 21.03.2015 23:45","45294","48741"
"21.03.2015 23:45 - 22.03.2015 00:00","44650","47736"
"22.03.2015 00:00 - 22.03.2015 00:15","43641","47236"
"22.03.2015 00:15 - 22.03.2015 00:30","43064","46244"
"22.03.2015 00:30 - 22.03.2015 00:45","42535","45549"
"22.03.2015 00:45 - 22.03.2015 01:00","42007","45067"
"22.03.2015 01:00 - 22.03.2015 01:15","41479","44440"
"22.03.2015 01:15 - 22.03.2015 01:30","41056","44063"
"22.03.2015 01:30 - 22.03.2015 01:45","40728","43801"
"22.03.2015 01:45 - 22.03.2015 02:00","40307","43191"
"22.03.2015 02:00 - 22.03.2015 02:15","40172","42968"
"22.03.2015 02:15 - 22.03.2015 02:30","39951","42959"
"22.03.2015 02:30 - 22.03.2015 02:45","39637","42768"
"22.03.2015 02:45 - 22.03.2015 03:00","39849","42662"
"22.03.2015 03:00 - 22.03.2015 03:15","39918","42525"
"22.03.2015 03:15 - 22.03.2015 03:30","39871","42578"
"22.03.2015 03:30 - 22.03.2015 03:45","39913","42772"
"22.03.2015 03:45 - 22.03.2015 04:00","40094","42497"
"22.03.2015 04:00 - 22.03.2015 04:15","40328","42579"
"22.03.2015 04:15 - 22.03.2015 04:30","40326","42653"
"22.03.2015 04:30 - 22.03.2015 04:45","40576","42885"
"22.03.2015 04:45 - 22.03.2015 05:00","40617","42741"
"22.03.2015 05:00 - 22.03.2015 05:15","40791","42855"
"22.03.2015 05:15 - 22.03.2015 05:30","40718","42682"
"22.03.2015 05:30 - 22.03.2015 05:45","40682","42554"
"22.03.2015 05:45 - 22.03.2015 06:00","40560","41933"
"22.03.2015 06:00 - 22.03.2015 06:15","40131","41130"
"22.03.2015 06:15 - 22.03.2015 06:30","40156","41022"
"22.03.2015 06:30 - 22.03.2015 06:45","40138","41482"
"22.03.2015 06:45 - 22.03.2015 07:00","40507","41785"
"22.03.2015 07:00 - 22.03.2015 07:15","40956","42300"
"22.03.2015 07:15 - 22.03.2015 07:30","41628","42957"
"22.03.2015 07:30 - 22.03.2015 07:45","42365","44078"
"22.03.2015 07:45 - 22.03.2015 08:00","43056","44813"
"22.03.2015 08:00 - 22.03.2015 08:15","44200","45694"
"22.03.2015 08:15 - 22.03.2015 08:30","45033","46607"
"22.03.2015 08:30 - 22.03.2015 08:45","45960","47497"
"22.03.2015 08:45 - 22.03.2015 09:00","46517","48628"
"22.03.2015 09:00 - 22.03.2015 09:15","47576","49750"
"22.03.2015 09:15 - 22.03.2015 09:30","48569","50323"
"22.03.2015 09:30 - 22.03.2015 09:45","49030","51095"
"22.03.2015 09:45 - 22.03.2015 10:00","49745","51751"
"22.03.2015 10:00 - 22.03.2015 10:15","50433","52531"
"22.03.2015 10:15 - 22.03.2015 10:30","51047","53041"
"22.03.2015 10:30 - 22.03.2015 10:45","51550","53348"
"22.03.2015 10:45 - 22.03.2015 11:00","52394","54166"
"22.03.2015 11:00 - 22.03.2015 11:15","53184","54711"
"22.03.2015 11:15 - 22.03.2015 11:30","53856","55224"
"22.03.2015 11:30 - 22.03.2015 11:45","54255","55665"
"22.03.2015 11:45 - 22.03.2015 12:00","54042","55527"
"22.03.2015 12:00 - 22.03.2015 12:15","53987","55319"
"22.03.2015 12:15 - 22.03.2015 12:30","53286","54627"
"22.03.2015 12:30 - 22.03.2015 12:45","53083","53951"
"22.03.2015 12:45 - 22.03.2015 13:00","52598","53260"
"22.03.2015 13:00 - 22.03.2015 13:15","51993","52790"
"22.03.2015 13:15 - 22.03.2015 13:30","51351","51897"
"22.03.2015 13:30 - 22.03.2015 13:45","50802","51430"
"22.03.2015 13:45 - 22.03.2015 14:00","50540","50619"
"22.03.2015 14:00 - 22.03.2015 14:15","49920","50234"
"22.03.2015 14:15 - 22.03.2015 14:30","49472","49792"
"22.03.2015 14:30 - 22.03.2015 14:45","49072","49438"
"22.03.2015 14:45 - 22.03.2015 15:00","48609","49179"
"22.03.2015 15:00 - 22.03.2015 15:15","48351","49217"
"22.03.2015 15:15 - 22.03.2015 15:30","48085","49145"
"22.03.2015 15:30 - 22.03.2015 15:45","47817","49193"
"22.03.2015 15:45 - 22.03.2015 16:00","47972","48963"
"22.03.2015 16:00 - 22.03.2015 16:15","47752","48662"
"22.03.2015 16:15 - 22.03.2015 16:30","47874","48479"
"22.03.2015 16:30 - 22.03.2015 16:45","47799","48888"
"22.03.2015 16:45 - 22.03.2015 17:00","48271","49029"
"22.03.2015 17:00 - 22.03.2015 17:15","48714","49840"
"22.03.2015 17:15 - 22.03.2015 17:30","49267","50230"
"22.03.2015 17:30 - 22.03.2015 17:45","49964","50761"
"22.03.2015 17:45 - 22.03.2015 18:00","50953","51288"
"22.03.2015 18:00 - 22.03.2015 18:15","51905","52785"
"22.03.2015 18:15 - 22.03.2015 18:30","52682","53686"
"22.03.2015 18:30 - 22.03.2015 18:45","53880","54847"
"22.03.2015 18:45 - 22.03.2015 19:00","54707","56522"
"22.03.2015 19:00 - 22.03.2015 19:15","55346","57593"
"22.03.2015 19:15 - 22.03.2015 19:30","55130","57776"
"22.03.2015 19:30 - 22.03.2015 19:45","54954","57689"
"22.03.2015 19:45 - 22.03.2015 20:00","54341","56901"
"22.03.2015 20:00 - 22.03.2015 20:15","53776","56518"
"22.03.2015 20:15 - 22.03.2015 20:30","52848","55426"
"22.03.2015 20:30 - 22.03.2015 20:45","52108","54239"
"22.03.2015 20:45 - 22.03.2015 21:00","51489","53633"
"22.03.2015 21:00 - 22.03.2015 21:15","51474","53606"
"22.03.2015 21:15 - 22.03.2015 21:30","51221","52896"
"22.03.2015 21:30 - 22.03.2015 21:45","50805","52679"
"22.03.2015 21:45 - 22.03.2015 22:00","50918","52817"
"22.03.2015 22:00 - 22.03.2015 22:15","51657","53952"
"22.03.2015 22:15 - 22.03.2015 22:30","51151","53561"
"22.03.2015 22:30 - 22.03.2015 22:45","50443","52780"
"22.03.2015 22:45 - 22.03.2015 23:00","49485","52008"
"22.03.2015 23:00 - 22.03.2015 23:15","48671","51019"
"22.03.2015 23:15 - 22.03.2015 23:30","47668","50266"
"22.03.2015 23:30 - 22.03.2015 23:45","46563","49379"
"22.03.2015 23:45 - 23.03.2015 00:00","45997","48533"
"23.03.2015 00:00 - 23.03.2015 00:15","45554","48488"
"23.03.2015 00:15 - 23.03.2015 00:30","44716","47962"
"23.03.2015 00:30 - 23.03.2015 00:45","44360","47552"
"23.03.2015 00:45 - 23.03.2015 01:00","43820","47004"
"23.03.2015 01:00 - 23.03.2015 01:15","43342","46659"
"23.03.2015 01:15 - 23.03.2015 01:30","42865","46422"
"23.03.2015 01:30 - 23.03.2015 01:45","42678","46251"
"23.03.2015 01:45 - 23.03.2015 02:00","42474","46147"
"23.03.2015 02:00 - 23.03.2015 02:15","42318","45912"
"23.03.2015 02:15 - 23.03.2015 02:30","42243","45951"
"23.03.2015 02:30 - 23.03.2015 02:45","42260","45961"
"23.03.2015 02:45 - 23.03.2015 03:00","42230","46079"
"23.03.2015 03:00 - 23.03.2015 03:15","42413","46219"
"23.03.2015 03:15 - 23.03.2015 03:30","42404","46452"
"23.03.2015 03:30 - 23.03.2015 03:45","42476","46627"
"23.03.2015 03:45 - 23.03.2015 04:00","42931","46971"
"23.03.2015 04:00 - 23.03.2015 04:15","43466","47459"
"23.03.2015 04:15 - 23.03.2015 04:30","43952","48203"
"23.03.2015 04:30 - 23.03.2015 04:45","44469","48724"
"23.03.2015 04:45 - 23.03.2015 05:00","45175","49432"
"23.03.2015 05:00 - 23.03.2015 05:15","46521","50811"
"23.03.2015 05:15 - 23.03.2015 05:30","47310","51687"
"23.03.2015 05:30 - 23.03.2015 05:45","48808","52907"
"23.03.2015 05:45 - 23.03.2015 06:00","50419","54037"
"23.03.2015 06:00 - 23.03.2015 06:15","53393","57149"
"23.03.2015 06:15 - 23.03.2015 06:30","55206","59102"
"23.03.2015 06:30 - 23.03.2015 06:45","57037","60971"
"23.03.2015 06:45 - 23.03.2015 07:00","58225","62687"
"23.03.2015 07:00 - 23.03.2015 07:15","60036","64548"
"23.03.2015 07:15 - 23.03.2015 07:30","61219","65552"
"23.03.2015 07:30 - 23.03.2015 07:45","62023","66431"
"23.03.2015 07:45 - 23.03.2015 08:00","62789","67555"
"23.03.2015 08:00 - 23.03.2015 08:15","63846","68388"
"23.03.2015 08:15 - 23.03.2015 08:30","64043","69053"
"23.03.2015 08:30 - 23.03.2015 08:45","64283","69492"
"23.03.2015 08:45 - 23.03.2015 09:00","64745","69600"
"23.03.2015 09:00 - 23.03.2015 09:15","64414","69409"
"23.03.2015 09:15 - 23.03.2015 09:30","64653","69316"
"23.03.2015 09:30 - 23.03.2015 09:45","65214","69902"
"23.03.2015 09:45 - 23.03.2015 10:00","65524","70166"
"23.03.2015 10:00 - 23.03.2015 10:15","65798","69651"
"23.03.2015 10:15 - 23.03.2015 10:30","66125","69625"
"23.03.2015 10:30 - 23.03.2015 10:45","66686","69963"
"23.03.2015 10:45 - 23.03.2015 11:00","66841","70275"
"23.03.2015 11:00 - 23.03.2015 11:15","67214","70760"
"23.03.2015 11:15 - 23.03.2015 11:30","67532","70998"
"23.03.2015 11:30 - 23.03.2015 11:45","67755","71237"
"23.03.2015 11:45 - 23.03.2015 12:00","67666","71006"
"23.03.2015 12:00 - 23.03.2015 12:15","66777","70413"
"23.03.2015 12:15 - 23.03.2015 12:30","66744","70319"
"23.03.2015 12:30 - 23.03.2015 12:45","66481","69907"
"23.03.2015 12:45 - 23.03.2015 13:00","66342","69566"
"23.03.2015 13:00 - 23.03.2015 13:15","66778","69647"
"23.03.2015 13:15 - 23.03.2015 13:30","66189","69284"
"23.03.2015 13:30 - 23.03.2015 13:45","65866","68742"
"23.03.2015 13:45 - 23.03.2015 14:00","64890","68005"
"23.03.2015 14:00 - 23.03.2015 14:15","64608","67679"
"23.03.2015 14:15 - 23.03.2015 14:30","64784","67694"
"23.03.2015 14:30 - 23.03.2015 14:45","64628","67356"
"23.03.2015 14:45 - 23.03.2015 15:00","64070","67025"
"23.03.2015 15:00 - 23.03.2015 15:15","64197","67065"
"23.03.2015 15:15 - 23.03.2015 15:30","63647","66750"
"23.03.2015 15:30 - 23.03.2015 15:45","62974","66313"
"23.03.2015 15:45 - 23.03.2015 16:00","61956","65607"
"23.03.2015 16:00 - 23.03.2015 16:15","62253","65078"
"23.03.2015 16:15 - 23.03.2015 16:30","61570","64900"
"23.03.2015 16:30 - 23.03.2015 16:45","61349","64576"
"23.03.2015 16:45 - 23.03.2015 17:00","61048","64433"
"23.03.2015 17:00 - 23.03.2015 17:15","60889","64172"
"23.03.2015 17:15 - 23.03.2015 17:30","61141","64587"
"23.03.2015 17:30 - 23.03.2015 17:45","61535","64919"
"23.03.2015 17:45 - 23.03.2015 18:00","62220","65218"
"23.03.2015 18:00 - 23.03.2015 18:15","62458","65683"
"23.03.2015 18:15 - 23.03.2015 18:30","63077","66288"
"23.03.2015 18:30 - 23.03.2015 18:45","64261","67559"
"23.03.2015 18:45 - 23.03.2015 19:00","65479","69161"
"23.03.2015 19:00 - 23.03.2015 19:15","65998","70761"
"23.03.2015 19:15 - 23.03.2015 19:30","65736","70793"
"23.03.2015 19:30 - 23.03.2015 19:45","65303","70121"
"23.03.2015 19:45 - 23.03.2015 20:00","64608","69539"
"23.03.2015 20:00 - 23.03.2015 20:15","63511","68220"
"23.03.2015 20:15 - 23.03.2015 20:30","62402","66987"
"23.03.2015 20:30 - 23.03.2015 20:45","61375","65902"
"23.03.2015 20:45 - 23.03.2015 21:00","60420","64545"
"23.03.2015 21:00 - 23.03.2015 21:15","59942","63661"
"23.03.2015 21:15 - 23.03.2015 21:30","59506","62889"
"23.03.2015 21:30 - 23.03.2015 21:45","58420","61737"
"23.03.2015 21:45 - 23.03.2015 22:00","57585","60951"
"23.03.2015 22:00 - 23.03.2015 22:15","57319","60663"
"23.03.2015 22:15 - 23.03.2015 22:30","56421","59627"
"23.03.2015 22:30 - 23.03.2015 22:45","55166","58285"
"23.03.2015 22:45 - 23.03.2015 23:00","53816","56946"
"23.03.2015 23:00 - 23.03.2015 23:15","52742","55347"
"23.03.2015 23:15 - 23.03.2015 23:30","51459","54474"
"23.03.2015 23:30 - 23.03.2015 23:45","50491","53544"
"23.03.2015 23:45 - 24.03.2015 00:00","49630","52519"
"24.03.2015 00:00 - 24.03.2015 00:15","47635","51822"
"24.03.2015 00:15 - 24.03.2015 00:30","48429","51535"
"24.03.2015 00:30 - 24.03.2015 00:45","47725","50758"
"24.03.2015 00:45 - 24.03.2015 01:00","46963","50095"
"24.03.2015 01:00 - 24.03.2015 01:15","46529","49692"
"24.03.2015 01:15 - 24.03.2015 01:30","46016","49268"
"24.03.2015 01:30 - 24.03.2015 01:45","45774","49007"
"24.03.2015 01:45 - 24.03.2015 02:00","45501","48911"
"24.03.2015 02:00 - 24.03.2015 02:15","45244","48292"
"24.03.2015 02:15 - 24.03.2015 02:30","45001","48435"
"24.03.2015 02:30 - 24.03.2015 02:45","45196","48590"
"24.03.2015 02:45 - 24.03.2015 03:00","45184","48668"
"24.03.2015 03:00 - 24.03.2015 03:15","45405","48625"
"24.03.2015 03:15 - 24.03.2015 03:30","45511","48949"
"24.03.2015 03:30 - 24.03.2015 03:45","45714","49151"
"24.03.2015 03:45 - 24.03.2015 04:00","45975","49411"
"24.03.2015 04:00 - 24.03.2015 04:15","46150","49936"
"24.03.2015 04:15 - 24.03.2015 04:30","46918","50340"
"24.03.2015 04:30 - 24.03.2015 04:45","47350","51201"
"24.03.2015 04:45 - 24.03.2015 05:00","47824","51661"
"24.03.2015 05:00 - 24.03.2015 05:15","49000","52809"
"24.03.2015 05:15 - 24.03.2015 05:30","49495","53726"
"24.03.2015 05:30 - 24.03.2015 05:45","50845","54921"
"24.03.2015 05:45 - 24.03.2015 06:00","52234","55842"
"24.03.2015 06:00 - 24.03.2015 06:15","54796","58645"
"24.03.2015 06:15 - 24.03.2015 06:30","56570","60384"
"24.03.2015 06:30 - 24.03.2015 06:45","58181","62182"
"24.03.2015 06:45 - 24.03.2015 07:00","59467","63438"
"24.03.2015 07:00 - 24.03.2015 07:15","61086","64945"
"24.03.2015 07:15 - 24.03.2015 07:30","62143","66116"
"24.03.2015 07:30 - 24.03.2015 07:45","63258","66808"
"24.03.2015 07:45 - 24.03.2015 08:00","64053","67467"
"24.03.2015 08:00 - 24.03.2015 08:15","64927","68576"
"24.03.2015 08:15 - 24.03.2015 08:30","65252","68766"
"24.03.2015 08:30 - 24.03.2015 08:45","65545","68790"
"24.03.2015 08:45 - 24.03.2015 09:00","65791","68774"
"24.03.2015 09:00 - 24.03.2015 09:15","65635","68703"
"24.03.2015 09:15 - 24.03.2015 09:30","65931","68525"
"24.03.2015 09:30 - 24.03.2015 09:45","66230","68807"
"24.03.2015 09:45 - 24.03.2015 10:00","66513","69095"
"24.03.2015 10:00 - 24.03.2015 10:15","66520","69519"
"24.03.2015 10:15 - 24.03.2015 10:30","66649","69803"
"24.03.2015 10:30 - 24.03.2015 10:45","67105","70262"
"24.03.2015 10:45 - 24.03.2015 11:00","67161","70649"
"24.03.2015 11:00 - 24.03.2015 11:15","67802","71078"
"24.03.2015 11:15 - 24.03.2015 11:30","68108","71353"
"24.03.2015 11:30 - 24.03.2015 11:45","68570","71529"
"24.03.2015 11:45 - 24.03.2015 12:00","68427","71422"
"24.03.2015 12:00 - 24.03.2015 12:15","67524","70765"
"24.03.2015 12:15 - 24.03.2015 12:30","67268","70605"
"24.03.2015 12:30 - 24.03.2015 12:45","67318","70707"
"24.03.2015 12:45 - 24.03.2015 13:00","67291","70494"
"24.03.2015 13:00 - 24.03.2015 13:15","67285","70516"
"24.03.2015 13:15 - 24.03.2015 13:30","66888","70176"
"24.03.2015 13:30 - 24.03.2015 13:45","66512","69607"
"24.03.2015 13:45 - 24.03.2015 14:00","65780","68984"
"24.03.2015 14:00 - 24.03.2015 14:15","65369","68569"
"24.03.2015 14:15 - 24.03.2015 14:30","65430","68433"
"24.03.2015 14:30 - 24.03.2015 14:45","65407","68446"
"24.03.2015 14:45 - 24.03.2015 15:00","64786","68085"
"24.03.2015 15:00 - 24.03.2015 15:15","64968","67820"
"24.03.2015 15:15 - 24.03.2015 15:30","64357","67490"
"24.03.2015 15:30 - 24.03.2015 15:45","63847","66978"
"24.03.2015 15:45 - 24.03.2015 16:00","63018","66659"
"24.03.2015 16:00 - 24.03.2015 16:15","63260","66062"
"24.03.2015 16:15 - 24.03.2015 16:30","62419","65903"
"24.03.2015 16:30 - 24.03.2015 16:45","62239","65462"
"24.03.2015 16:45 - 24.03.2015 17:00","61851","65272"
"24.03.2015 17:00 - 24.03.2015 17:15","61721","65046"
"24.03.2015 17:15 - 24.03.2015 17:30","61762","65399"
"24.03.2015 17:30 - 24.03.2015 17:45","62305","65829"
"24.03.2015 17:45 - 24.03.2015 18:00","62470","66174"
"24.03.2015 18:00 - 24.03.2015 18:15","63308","66422"
"24.03.2015 18:15 - 24.03.2015 18:30","64106","66835"
"24.03.2015 18:30 - 24.03.2015 18:45","65166","68302"
"24.03.2015 18:45 - 24.03.2015 19:00","66352","69911"
"24.03.2015 19:00 - 24.03.2015 19:15","66925","70987"
"24.03.2015 19:15 - 24.03.2015 19:30","66682","71019"
"24.03.2015 19:30 - 24.03.2015 19:45","66057","70674"
"24.03.2015 19:45 - 24.03.2015 20:00","65312","69860"
"24.03.2015 20:00 - 24.03.2015 20:15","64360","68416"
"24.03.2015 20:15 - 24.03.2015 20:30","63143","67394"
"24.03.2015 20:30 - 24.03.2015 20:45","62146","66289"
"24.03.2015 20:45 - 24.03.2015 21:00","61277","64908"
"24.03.2015 21:00 - 24.03.2015 21:15","60702","64150"
"24.03.2015 21:15 - 24.03.2015 21:30","60156","63112"
"24.03.2015 21:30 - 24.03.2015 21:45","59212","62134"
"24.03.2015 21:45 - 24.03.2015 22:00","58182","61032"
"24.03.2015 22:00 - 24.03.2015 22:15","57956","60771"
"24.03.2015 22:15 - 24.03.2015 22:30","57006","59560"
"24.03.2015 22:30 - 24.03.2015 22:45","55766","58425"
"24.03.2015 22:45 - 24.03.2015 23:00","54392","57117"
"24.03.2015 23:00 - 24.03.2015 23:15","53280","55488"
"24.03.2015 23:15 - 24.03.2015 23:30","52027","54003"
"24.03.2015 23:30 - 24.03.2015 23:45","51166","53046"
"24.03.2015 23:45 - 25.03.2015 00:00","50103","52125"
"25.03.2015 00:00 - 25.03.2015 00:15","47974","51533"
"25.03.2015 00:15 - 25.03.2015 00:30","47280","50895"
"25.03.2015 00:30 - 25.03.2015 00:45","46729","50415"
"25.03.2015 00:45 - 25.03.2015 01:00","46080","49833"
"25.03.2015 01:00 - 25.03.2015 01:15","45578","49096"
"25.03.2015 01:15 - 25.03.2015 01:30","45099","48805"
"25.03.2015 01:30 - 25.03.2015 01:45","44932","48576"
"25.03.2015 01:45 - 25.03.2015 02:00","44669","48595"
"25.03.2015 02:00 - 25.03.2015 02:15","44372","47927"
"25.03.2015 02:15 - 25.03.2015 02:30","44186","47494"
"25.03.2015 02:30 - 25.03.2015 02:45","44168","47778"
"25.03.2015 02:45 - 25.03.2015 03:00","44305","47919"
"25.03.2015 03:00 - 25.03.2015 03:15","44547","48186"
"25.03.2015 03:15 - 25.03.2015 03:30","44640","48316"
"25.03.2015 03:30 - 25.03.2015 03:45","44844","48697"
"25.03.2015 03:45 - 25.03.2015 04:00","45082","48906"
"25.03.2015 04:00 - 25.03.2015 04:15","45543","49607"
"25.03.2015 04:15 - 25.03.2015 04:30","45874","49901"
"25.03.2015 04:30 - 25.03.2015 04:45","46418","50751"
"25.03.2015 04:45 - 25.03.2015 05:00","47012","51297"
"25.03.2015 05:00 - 25.03.2015 05:15","48253","52282"
"25.03.2015 05:15 - 25.03.2015 05:30","48966","52995"
"25.03.2015 05:30 - 25.03.2015 05:45","50107","54363"
"25.03.2015 05:45 - 25.03.2015 06:00","51510","55438"
"25.03.2015 06:00 - 25.03.2015 06:15","54162","58057"
"25.03.2015 06:15 - 25.03.2015 06:30","56124","59764"
"25.03.2015 06:30 - 25.03.2015 06:45","57768","61386"
"25.03.2015 06:45 - 25.03.2015 07:00","59292","62829"
"25.03.2015 07:00 - 25.03.2015 07:15","60663","64301"
"25.03.2015 07:15 - 25.03.2015 07:30","61581","65156"
"25.03.2015 07:30 - 25.03.2015 07:45","62652","66223"
"25.03.2015 07:45 - 25.03.2015 08:00","63650","67037"
"25.03.2015 08:00 - 25.03.2015 08:15","64031","67531"
"25.03.2015 08:15 - 25.03.2015 08:30","64662","67752"
"25.03.2015 08:30 - 25.03.2015 08:45","65032","68235"
"25.03.2015 08:45 - 25.03.2015 09:00","65193","68378"
"25.03.2015 09:00 - 25.03.2015 09:15","65016","68100"
"25.03.2015 09:15 - 25.03.2015 09:30","65473","68186"
"25.03.2015 09:30 - 25.03.2015 09:45","65675","68599"
"25.03.2015 09:45 - 25.03.2015 10:00","66026","69203"
"25.03.2015 10:00 - 25.03.2015 10:15","66196","69312"
"25.03.2015 10:15 - 25.03.2015 10:30","66538","69669"
"25.03.2015 10:30 - 25.03.2015 10:45","66998","69821"
"25.03.2015 10:45 - 25.03.2015 11:00","67312","70048"
"25.03.2015 11:00 - 25.03.2015 11:15","67610","70425"
"25.03.2015 11:15 - 25.03.2015 11:30","67853","70868"
"25.03.2015 11:30 - 25.03.2015 11:45","68086","71020"
"25.03.2015 11:45 - 25.03.2015 12:00","67972","70680"
"25.03.2015 12:00 - 25.03.2015 12:15","67424","69998"
"25.03.2015 12:15 - 25.03.2015 12:30","67119","69719"
"25.03.2015 12:30 - 25.03.2015 12:45","67210","69890"
"25.03.2015 12:45 - 25.03.2015 13:00","67207","69882"
"25.03.2015 13:00 - 25.03.2015 13:15","67506","69809"
"25.03.2015 13:15 - 25.03.2015 13:30","66869","69373"
"25.03.2015 13:30 - 25.03.2015 13:45","66335","69147"
"25.03.2015 13:45 - 25.03.2015 14:00","66061","68564"
"25.03.2015 14:00 - 25.03.2015 14:15","65554","68256"
"25.03.2015 14:15 - 25.03.2015 14:30","65656","68077"
"25.03.2015 14:30 - 25.03.2015 14:45","65096","67663"
"25.03.2015 14:45 - 25.03.2015 15:00","64766","67377"
"25.03.2015 15:00 - 25.03.2015 15:15","64582","67005"
"25.03.2015 15:15 - 25.03.2015 15:30","63909","66358"
"25.03.2015 15:30 - 25.03.2015 15:45","63683","66017"
"25.03.2015 15:45 - 25.03.2015 16:00","63089","65550"
"25.03.2015 16:00 - 25.03.2015 16:15","62806","65286"
"25.03.2015 16:15 - 25.03.2015 16:30","62288","65112"
"25.03.2015 16:30 - 25.03.2015 16:45","62044","64727"
"25.03.2015 16:45 - 25.03.2015 17:00","61809","64631"
"25.03.2015 17:00 - 25.03.2015 17:15","61635","64638"
"25.03.2015 17:15 - 25.03.2015 17:30","61900","65018"
"25.03.2015 17:30 - 25.03.2015 17:45","62027","65430"
"25.03.2015 17:45 - 25.03.2015 18:00","62402","65697"
"25.03.2015 18:00 - 25.03.2015 18:15","62692","66140"
"25.03.2015 18:15 - 25.03.2015 18:30","63230","66888"
"25.03.2015 18:30 - 25.03.2015 18:45","63866","68191"
"25.03.2015 18:45 - 25.03.2015 19:00","64994","69386"
"25.03.2015 19:00 - 25.03.2015 19:15","65727","70381"
"25.03.2015 19:15 - 25.03.2015 19:30","65192","69862"
"25.03.2015 19:30 - 25.03.2015 19:45","64679","69375"
"25.03.2015 19:45 - 25.03.2015 20:00","64005","68761"
"25.03.2015 20:00 - 25.03.2015 20:15","62918","66576"
"25.03.2015 20:15 - 25.03.2015 20:30","61818","65813"
"25.03.2015 20:30 - 25.03.2015 20:45","60955","64960"
"25.03.2015 20:45 - 25.03.2015 21:00","60053","63685"
"25.03.2015 21:00 - 25.03.2015 21:15","59571","63110"
"25.03.2015 21:15 - 25.03.2015 21:30","58942","62386"
"25.03.2015 21:30 - 25.03.2015 21:45","57965","61950"
"25.03.2015 21:45 - 25.03.2015 22:00","56981","60682"
"25.03.2015 22:00 - 25.03.2015 22:15","56887","60128"
"25.03.2015 22:15 - 25.03.2015 22:30","55924","59230"
"25.03.2015 22:30 - 25.03.2015 22:45","54712","58151"
"25.03.2015 22:45 - 25.03.2015 23:00","53502","56893"
"25.03.2015 23:00 - 25.03.2015 23:15","52172","55327"
"25.03.2015 23:15 - 25.03.2015 23:30","50962","54003"
"25.03.2015 23:30 - 25.03.2015 23:45","49987","53096"
"25.03.2015 23:45 - 26.03.2015 00:00","49029","51949"
"26.03.2015 00:00 - 26.03.2015 00:15","47820","51382"
