Date;Start;End;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Apr 11, 2019;12:00 AM;12:00 AM;174,739.5;119,356.5;2,774.75
Apr 12, 2019;12:00 AM;12:00 AM;175,836.5;119,844.5;310.5
Apr 13, 2019;12:00 AM;12:00 AM;150,543.5;112,131.5;1,737.75
Apr 14, 2019;12:00 AM;12:00 AM;139,255.5;123,114.5;496.5
Apr 15, 2019;12:00 AM;12:00 AM;172,987.25;155,243.25;99.25
Apr 16, 2019;12:00 AM;12:00 AM;174,738.5;167,175.5;2,967.25
Apr 17, 2019;12:00 AM;12:00 AM;171,675.5;152,716.5;196.25
Apr 18, 2019;12:00 AM;12:00 AM;168,448.75;163,248.75;2,825.75
Apr 19, 2019;12:00 AM;12:00 AM;166,001.75;154,041.75;7,434
Apr 20, 2019;12:00 AM;12:00 AM;139,809.75;134,765.75;10,157.5
Apr 21, 2019;12:00 AM;12:00 AM;128,427.5;121,504.5;15,462.25
Apr 22, 2019;12:00 AM;12:00 AM;130,398.25;107,641.25;23,100
Apr 23, 2019;12:00 AM;12:00 AM;169,737;118,167;8,796
Apr 24, 2019;12:00 AM;12:00 AM;165,018.75;106,621.75;6,638.25
Apr 25, 2019;12:00 AM;12:00 AM;163,422.75;123,490.75;6,518
Apr 26, 2019;12:00 AM;12:00 AM;167,560;121,818;618
Apr 27, 2019;12:00 AM;12:00 AM;146,828;103,683;14,959
Apr 28, 2019;12:00 AM;12:00 AM;137,070;84,047;10,398
Apr 29, 2019;12:00 AM;12:00 AM;171,304.5;127,625.5;0
Apr 30, 2019;12:00 AM;12:00 AM;175,357.25;138,271.25;0
May 1, 2019;12:00 AM;12:00 AM;142,542.5;87,364.5;21,165.25
May 2, 2019;12:00 AM;12:00 AM;168,000;148,141;2,665.75
May 3, 2019;12:00 AM;12:00 AM;173,679.5;150,873.5;631.75
May 4, 2019;12:00 AM;12:00 AM;150,076.75;144,135.75;10,200.75
May 5, 2019;12:00 AM;12:00 AM;145,364.5;83,519.5;18,517.25
May 6, 2019;12:00 AM;12:00 AM;179,847.75;116,897.75;221
May 7, 2019;12:00 AM;12:00 AM;176,225.25;152,743.25;853.75
May 8, 2019;12:00 AM;12:00 AM;174,865.25;132,698.25;1,349.75
May 9, 2019;12:00 AM;12:00 AM;179,600.75;162,420.75;5,183.5
May 10, 2019;12:00 AM;12:00 AM;172,446.5;141,928.5;946.75
May 11, 2019;12:00 AM;12:00 AM;148,159.5;133,278.5;5,226.25
May 12, 2019;12:00 AM;12:00 AM;141,607.75;101,200.75;17,351.25
May 13, 2019;12:00 AM;12:00 AM;179,534.75;117,598.75;2,186.25
May 14, 2019;12:00 AM;12:00 AM;181,382.25;127,009.25;179
May 15, 2019;12:00 AM;12:00 AM;189,036.5;134,330.5;3,089.75
May 16, 2019;12:00 AM;12:00 AM;182,280.5;164,417.5;2,605.25
May 17, 2019;12:00 AM;12:00 AM;170,857.5;152,839.5;1,962.75
May 18, 2019;12:00 AM;12:00 AM;144,327.75;122,734.75;2,276.25
May 19, 2019;12:00 AM;12:00 AM;132,667.5;123,956.5;9,403.5
May 20, 2019;12:00 AM;12:00 AM;174,909.75;152,216.75;3,468
May 21, 2019;12:00 AM;12:00 AM;179,619;159,256;2,648
May 22, 2019;12:00 AM;12:00 AM;181,206.25;123,940.25;7,338.75
May 23, 2019;12:00 AM;12:00 AM;175,570.25;124,483.25;1,111.5
May 24, 2019;12:00 AM;12:00 AM;166,523.75;150,371.75;365.25
May 25, 2019;12:00 AM;12:00 AM;142,041.5;136,884.5;6,004.5
May 26, 2019;12:00 AM;12:00 AM;130,634.5;124,532.5;27,628.25
May 27, 2019;12:00 AM;12:00 AM;174,059.5;162,390.5;8,173.75
May 28, 2019;12:00 AM;12:00 AM;177,458.25;163,110.25;670.75
May 29, 2019;12:00 AM;12:00 AM;179,592.25;136,793.25;1,933.25
May 30, 2019;12:00 AM;12:00 AM;142,946;103,285;13,789.75
May 31, 2019;12:00 AM;12:00 AM;154,125.25;137,752.25;5,331.5
Jun 1, 2019;12:00 AM;12:00 AM;136,725.75;114,259.75;19,479.75
Jun 2, 2019;12:00 AM;12:00 AM;126,229;117,896;20,648.5
Jun 3, 2019;12:00 AM;12:00 AM;166,119.75;161,843.75;6,287.25
Jun 4, 2019;12:00 AM;12:00 AM;169,335.75;163,875.75;1,617.75
Jun 5, 2019;12:00 AM;12:00 AM;171,894.75;160,246.75;6,311.75
Jun 6, 2019;12:00 AM;12:00 AM;174,869;155,584;6,379.25
Jun 7, 2019;12:00 AM;12:00 AM;167,323;150,058;2,258.5
Jun 8, 2019;12:00 AM;12:00 AM;141,211.5;104,708.5;21,387.25
Jun 9, 2019;12:00 AM;12:00 AM;124,831.5;115,428.5;17,337.5
Jun 10, 2019;12:00 AM;12:00 AM;132,429.75;99,204.75;7,071.5
Jun 11, 2019;12:00 AM;12:00 AM;171,830.75;140,455.75;2,593.25
Jun 12, 2019;12:00 AM;12:00 AM;176,728.25;139,816.25;361.5
Jun 13, 2019;12:00 AM;12:00 AM;174,900.75;158,159.75;4,472.5
Jun 14, 2019;12:00 AM;12:00 AM;174,402.75;161,019.75;2,724
Jun 15, 2019;12:00 AM;12:00 AM;150,439.5;121,868.5;13,534.25
Jun 16, 2019;12:00 AM;12:00 AM;134,294.25;93,840.25;17,103.5
Jun 17, 2019;12:00 AM;12:00 AM;170,807.75;149,267.75;4,200.75
Jun 18, 2019;12:00 AM;12:00 AM;173,452.5;167,142.5;3,100.75
Jun 19, 2019;12:00 AM;12:00 AM;175,406;165,522;1,442.5
Jun 20, 2019;12:00 AM;12:00 AM;140,173;132,558;3,185.5
Jun 21, 2019;12:00 AM;12:00 AM;156,992.75;143,277.75;5,375.75
Jun 22, 2019;12:00 AM;12:00 AM;143,959.25;135,112.25;1,061.25
Jun 23, 2019;12:00 AM;12:00 AM;132,230.25;122,765.25;10,406
Jun 24, 2019;12:00 AM;12:00 AM;168,501;152,555;5,781
Jun 25, 2019;12:00 AM;12:00 AM;175,222.75;163,706.75;1,827.75
Jun 26, 2019;12:00 AM;12:00 AM;178,679;161,144;0
Jun 27, 2019;12:00 AM;12:00 AM;184,086;157,554;1,159.25
Jun 28, 2019;12:00 AM;12:00 AM;170,023;147,632;0
Jun 29, 2019;12:00 AM;12:00 AM;143,550;138,467;1,083.75
Jun 30, 2019;12:00 AM;12:00 AM;134,638;105,013;6,796.75
Jul 1, 2019;12:00 AM;12:00 AM;177,556.75;162,248.75;1,698
Jul 2, 2019;12:00 AM;12:00 AM;177,756.75;166,793.75;1,002.5
Jul 3, 2019;12:00 AM;12:00 AM;172,169.5;159,396.5;1,682.75
Jul 4, 2019;12:00 AM;12:00 AM;170,440;162,932;1,161.5
Jul 5, 2019;12:00 AM;12:00 AM;169,594.75;153,317.75;1,102
Jul 6, 2019;12:00 AM;12:00 AM;145,524.25;132,281.25;483.75
Jul 7, 2019;12:00 AM;12:00 AM;133,956.25;100,524.25;12,364.75
Jul 8, 2019;12:00 AM;12:00 AM;166,758;154,591;785.5
Jul 9, 2019;12:00 AM;12:00 AM;168,577.75;158,168.75;2,909
Jul 10, 2019;12:00 AM;12:00 AM;165,542.75;144,760.75;0
Jul 11, 2019;12:00 AM;12:00 AM;166,951.75;154,493.75;0
Jul 12, 2019;12:00 AM;12:00 AM;165,794;155,594;0
Jul 13, 2019;12:00 AM;12:00 AM;142,330.75;119,284.75;2,820
Jul 14, 2019;12:00 AM;12:00 AM;128,779;100,581;7,094
Jul 15, 2019;12:00 AM;12:00 AM;160,615;146,758;832.75
Jul 16, 2019;12:00 AM;12:00 AM;163,041.25;147,799.25;1,598.5
Jul 17, 2019;12:00 AM;12:00 AM;164,555.75;154,524.75;0
Jul 18, 2019;12:00 AM;12:00 AM;167,269.75;160,983.75;0
Jul 19, 2019;12:00 AM;12:00 AM;164,272;158,360;730
Jul 20, 2019;12:00 AM;12:00 AM;143,979.25;133,730.25;3,351
Jul 21, 2019;12:00 AM;12:00 AM;133,129;115,327;10,447.25
Jul 22, 2019;12:00 AM;12:00 AM;165,805;157,402;1,735.5
Jul 23, 2019;12:00 AM;12:00 AM;169,869.5;155,968.5;1,509.25
Jul 24, 2019;12:00 AM;12:00 AM;171,140.75;164,913.75;0
Jul 25, 2019;12:00 AM;12:00 AM;174,026.75;167,065.75;0
Jul 26, 2019;12:00 AM;12:00 AM;168,917.75;158,961.75;957.75
Jul 27, 2019;12:00 AM;12:00 AM;144,708.25;126,524.25;9,014.5
Jul 28, 2019;12:00 AM;12:00 AM;133,210;116,078;19,463.25
Jul 29, 2019;12:00 AM;12:00 AM;162,280.75;146,759.75;3,768.25
Jul 30, 2019;12:00 AM;12:00 AM;163,666.25;129,983.25;4,142.5
Jul 31, 2019;12:00 AM;12:00 AM;164,304.25;140,510.25;1,421.5
Aug 1, 2019;12:00 AM;12:00 AM;161,040.25;144,721.25;1,305.25
Aug 2, 2019;12:00 AM;12:00 AM;160,743;156,587;681.75
Aug 3, 2019;12:00 AM;12:00 AM;137,632.75;111,313.75;1,946.75
Aug 4, 2019;12:00 AM;12:00 AM;123,194;110,993;5,431.5
Aug 5, 2019;12:00 AM;12:00 AM;155,335.75;149,149.75;0
Aug 6, 2019;12:00 AM;12:00 AM;161,082;152,356;0
Aug 7, 2019;12:00 AM;12:00 AM;163,603.5;152,048.5;0
Aug 8, 2019;12:00 AM;12:00 AM;160,500.25;146,541.25;2,228.75
Aug 9, 2019;12:00 AM;12:00 AM;158,440;148,764;104
Aug 10, 2019;12:00 AM;12:00 AM;143,361.75;126,790.75;2,233
Aug 11, 2019;12:00 AM;12:00 AM;129,560.5;115,872.5;4,380.75
Aug 12, 2019;12:00 AM;12:00 AM;163,622.25;144,287.25;2,306.25
Aug 13, 2019;12:00 AM;12:00 AM;163,725.5;135,153.5;6,754.75
Aug 14, 2019;12:00 AM;12:00 AM;157,511;130,544;2,580
Aug 15, 2019;12:00 AM;12:00 AM;131,855;125,488;8,353.25
Aug 16, 2019;12:00 AM;12:00 AM;149,966;129,976;1,883
Aug 17, 2019;12:00 AM;12:00 AM;137,708;132,225;1,988
Aug 18, 2019;12:00 AM;12:00 AM;129,382.25;113,132.25;1,439.75
Aug 19, 2019;12:00 AM;12:00 AM;170,322;151,151;1,710.25
Aug 20, 2019;12:00 AM;12:00 AM;174,857;164,384;3
Aug 21, 2019;12:00 AM;12:00 AM;173,890;131,535;2,814.75
Aug 22, 2019;12:00 AM;12:00 AM;171,607.5;159,924.5;3,389
Aug 23, 2019;12:00 AM;12:00 AM;170,094.75;165,232.75;0
Aug 24, 2019;12:00 AM;12:00 AM;147,488.25;139,457.25;1,824.25
Aug 25, 2019;12:00 AM;12:00 AM;134,172.75;126,976.75;1,556.25
Aug 26, 2019;12:00 AM;12:00 AM;170,509.75;165,229.75;2,793.5
Aug 27, 2019;12:00 AM;12:00 AM;173,933.75;163,588.75;195.75
Aug 28, 2019;12:00 AM;12:00 AM;175,736;163,424;889.75
Aug 29, 2019;12:00 AM;12:00 AM;177,567.5;168,764.5;109.75
Aug 30, 2019;12:00 AM;12:00 AM;171,442.75;160,040.75;87.75
Aug 31, 2019;12:00 AM;12:00 AM;146,810;139,292;0
Sep 1, 2019;12:00 AM;12:00 AM;134,788.25;124,876.25;0
Sep 2, 2019;12:00 AM;12:00 AM;173,739.25;145,369.25;7.5
Sep 3, 2019;12:00 AM;12:00 AM;167,917.75;146,075.75;3,154
Sep 4, 2019;12:00 AM;12:00 AM;167,497;158,072;4,587.75
Sep 5, 2019;12:00 AM;12:00 AM;172,707;159,183;3,566.25
Sep 6, 2019;12:00 AM;12:00 AM;170,511;142,998;5,569
Sep 7, 2019;12:00 AM;12:00 AM;148,150;138,323;2,457.5
Sep 8, 2019;12:00 AM;12:00 AM;134,441.75;123,241.75;3,269.75
Sep 9, 2019;12:00 AM;12:00 AM;171,213.25;143,796.25;3,687.25
Sep 10, 2019;12:00 AM;12:00 AM;168,975.5;151,768.5;11,281.75
Sep 11, 2019;12:00 AM;12:00 AM;169,190.5;159,539.5;3,840.5
Sep 12, 2019;12:00 AM;12:00 AM;170,490.75;152,072.75;3,020.75
Sep 13, 2019;12:00 AM;12:00 AM;167,666;155,116;3,438.5
Sep 14, 2019;12:00 AM;12:00 AM;142,995.25;131,935.25;1,345
Sep 15, 2019;12:00 AM;12:00 AM;129,288.5;123,751.5;9,448.75
Sep 16, 2019;12:00 AM;12:00 AM;168,426;160,849;2,395.25
Sep 17, 2019;12:00 AM;12:00 AM;169,919.25;154,820.25;3,720.75
Sep 18, 2019;12:00 AM;12:00 AM;167,956.25;138,162.25;9,371.25
Sep 19, 2019;12:00 AM;12:00 AM;170,589.75;151,817.75;6,605.5
Sep 20, 2019;12:00 AM;12:00 AM;166,830.25;160,783.25;543.5
Sep 21, 2019;12:00 AM;12:00 AM;143,532;125,753;8,416
Sep 22, 2019;12:00 AM;12:00 AM;134,267.5;90,556.5;22,857
Sep 23, 2019;12:00 AM;12:00 AM;175,537.5;168,622.5;7,177
Sep 24, 2019;12:00 AM;12:00 AM;176,010.25;166,629.25;1,884.75
Sep 25, 2019;12:00 AM;12:00 AM;179,924.5;170,590.5;4,474.75
Sep 26, 2019;12:00 AM;12:00 AM;175,969.25;159,927.25;5,880
Sep 27, 2019;12:00 AM;12:00 AM;171,315.75;159,014.75;4,421.5
Sep 28, 2019;12:00 AM;12:00 AM;149,619.75;139,206.75;3,394.5
Sep 29, 2019;12:00 AM;12:00 AM;132,391.75;110,433.75;20,313.75
Sep 30, 2019;12:00 AM;12:00 AM;171,092.75;125,968.75;4,853.25
Oct 1, 2019;12:00 AM;12:00 AM;171,946.5;137,711.5;6,305.75
Oct 2, 2019;12:00 AM;12:00 AM;180,734.5;160,697.5;5,766.5
Oct 3, 2019;12:00 AM;12:00 AM;179,995.75;130,773.75;11,656.5
Oct 4, 2019;12:00 AM;12:00 AM;174,028.5;163,895.5;3,781.75
Oct 5, 2019;12:00 AM;12:00 AM;152,829;120,116;9,433.75
Oct 6, 2019;12:00 AM;12:00 AM;138,671.75;113,625.75;17,575.25
Oct 7, 2019;12:00 AM;12:00 AM;180,538;177,082;8,096.25
Oct 8, 2019;12:00 AM;12:00 AM;180,056.75;147,972.75;10,367.5
Oct 9, 2019;12:00 AM;12:00 AM;181,824.75;162,095.75;7,883.5
Oct 10, 2019;12:00 AM;12:00 AM;181,894;159,198;8,000.5
Oct 11, 2019;12:00 AM;12:00 AM;174,783.25;147,235.25;14,672.25
Oct 12, 2019;12:00 AM;12:00 AM;147,720.5;133,171.5;12,569
Oct 13, 2019;12:00 AM;12:00 AM;136,335.5;127,340.5;16,185.75
Oct 14, 2019;12:00 AM;12:00 AM;175,049.75;154,418.75;6,350.25
Oct 15, 2019;12:00 AM;12:00 AM;177,089.5;123,666.5;5,746.75
Oct 16, 2019;12:00 AM;12:00 AM;177,831.5;154,757.5;7,862.25
Oct 17, 2019;12:00 AM;12:00 AM;175,789.25;162,824.25;7,193.75
Oct 18, 2019;12:00 AM;12:00 AM;173,160.25;168,041.25;8,413.5
Oct 19, 2019;12:00 AM;12:00 AM;151,586;146,559;13,582.25
Oct 20, 2019;12:00 AM;12:00 AM;138,476.5;119,107.5;14,068
Oct 21, 2019;12:00 AM;12:00 AM;174,657.25;167,709.25;7,059.25
Oct 22, 2019;12:00 AM;12:00 AM;177,920.5;174,501.5;4,293.5
Oct 23, 2019;12:00 AM;12:00 AM;178,600.75;157,541.75;3,946.5
Oct 24, 2019;12:00 AM;12:00 AM;178,050.75;133,759.75;2,135.25
Oct 25, 2019;12:00 AM;12:00 AM;173,132.75;156,321.75;7,430.75
Oct 26, 2019;12:00 AM;12:00 AM;139,133.25;131,818.25;3,960.75
Oct 27, 2019;12:00 AM;12:00 AM;141,579;133,903;14,439.75
Oct 28, 2019;12:00 AM;12:00 AM;181,078.75;167,522.75;5,977.5
Oct 29, 2019;12:00 AM;12:00 AM;186,747.25;177,799.25;4,783
Oct 30, 2019;12:00 AM;12:00 AM;189,654;182,578;3,236
Oct 31, 2019;12:00 AM;12:00 AM;188,636.75;184,424.75;3,605.75
Nov 1, 2019;12:00 AM;12:00 AM;151,416;108,627;13,391
Nov 2, 2019;12:00 AM;12:00 AM;153,723.25;122,148.25;21,793.75
Nov 3, 2019;12:00 AM;12:00 AM;144,706.75;87,587.75;14,117.75
Nov 4, 2019;12:00 AM;12:00 AM;178,756.75;150,392.75;9,879.5
Nov 5, 2019;12:00 AM;12:00 AM;189,603.5;180,137.5;7,276
Nov 6, 2019;12:00 AM;12:00 AM;187,597;179,049;1,041.25
Nov 7, 2019;12:00 AM;12:00 AM;187,172.5;178,734.5;1,428.75
Nov 8, 2019;12:00 AM;12:00 AM;184,804.25;156,505.25;3,974.5
Nov 9, 2019;12:00 AM;12:00 AM;167,208.5;149,543.5;25.75
Nov 10, 2019;12:00 AM;12:00 AM;157,308.75;139,376.75;7,585.75
Nov 11, 2019;12:00 AM;12:00 AM;194,954;163,354;5,893.5
Nov 12, 2019;12:00 AM;12:00 AM;203,239.5;186,879.5;7,133.75
Nov 13, 2019;12:00 AM;12:00 AM;207,257.75;177,943.75;5,301
Nov 14, 2019;12:00 AM;12:00 AM;201,514.25;180,825.25;4,381.75
Nov 15, 2019;12:00 AM;12:00 AM;191,741;155,309;9,927
Nov 16, 2019;12:00 AM;12:00 AM;166,008;126,888;16,570.75
Nov 17, 2019;12:00 AM;12:00 AM;153,477.75;118,483.75;5,733.5
Nov 18, 2019;12:00 AM;12:00 AM;190,079.75;164,183.75;5,622.25
Nov 19, 2019;12:00 AM;12:00 AM;194,588;168,620;2,584.5
Nov 20, 2019;12:00 AM;12:00 AM;197,663.5;184,342.5;1,083.25
Nov 21, 2019;12:00 AM;12:00 AM;194,130.75;168,094.75;3,592.75
Nov 22, 2019;12:00 AM;12:00 AM;189,708.75;148,034.75;7,018.75
Nov 23, 2019;12:00 AM;12:00 AM;165,768;117,562;23,692
Nov 24, 2019;12:00 AM;12:00 AM;153,056.5;111,433.5;12,094.5
Nov 25, 2019;12:00 AM;12:00 AM;191,649.5;178,709.5;4,456.5
Nov 26, 2019;12:00 AM;12:00 AM;195,398.25;184,417.25;3,606.75
Nov 27, 2019;12:00 AM;12:00 AM;199,029.5;171,622.5;7,694.25
Nov 28, 2019;12:00 AM;12:00 AM;197,149.5;188,289.5;10,944
Nov 29, 2019;12:00 AM;12:00 AM;192,771;160,079;11,158.25
Nov 30, 2019;12:00 AM;12:00 AM;178,739.5;152,304.5;6,840.5
Dec 1, 2019;12:00 AM;12:00 AM;168,093;137,290;11,322
Dec 2, 2019;12:00 AM;12:00 AM;209,008;177,725;8,180.75
Dec 3, 2019;12:00 AM;12:00 AM;218,816.75;195,012.75;648
Dec 4, 2019;12:00 AM;12:00 AM;213,217;185,533;3,134
Dec 5, 2019;12:00 AM;12:00 AM;212,592;165,637;6,992.75
Dec 6, 2019;12:00 AM;12:00 AM;208,285.75;194,716.75;9,125
Dec 7, 2019;12:00 AM;12:00 AM;181,733.5;169,077.5;6,977.75
Dec 8, 2019;12:00 AM;12:00 AM;163,783.25;147,341.25;10,465.25
Dec 9, 2019;12:00 AM;12:00 AM;207,016.75;199,270.75;8,540.75
Dec 10, 2019;12:00 AM;12:00 AM;215,420.75;169,366.75;7,361.25
Dec 11, 2019;12:00 AM;12:00 AM;221,200.25;201,060.25;3,765.5
Dec 12, 2019;12:00 AM;12:00 AM;225,389.25;216,239.25;2,566.5
Dec 13, 2019;12:00 AM;12:00 AM;213,106.5;186,060.5;2,959.25
Dec 14, 2019;12:00 AM;12:00 AM;182,577.25;157,931.25;11,483.75
Dec 15, 2019;12:00 AM;12:00 AM;168,021.75;150,591.75;12,658.75
Dec 16, 2019;12:00 AM;12:00 AM;202,138.5;193,933.5;6,294.25
Dec 17, 2019;12:00 AM;12:00 AM;200,517;181,571;10,561.25
Dec 18, 2019;12:00 AM;12:00 AM;195,432;188,034;11,243
Dec 19, 2019;12:00 AM;12:00 AM;193,360.25;157,618.25;8,662.75
Dec 20, 2019;12:00 AM;12:00 AM;179,138.5;119,354.5;11,407
Dec 21, 2019;12:00 AM;12:00 AM;166,570.25;132,627.25;15,674.75
Dec 22, 2019;12:00 AM;12:00 AM;156,724.75;139,591.75;14,815.25
Dec 23, 2019;12:00 AM;12:00 AM;169,826.25;103,669.25;17,843.75
Dec 24, 2019;12:00 AM;12:00 AM;153,959;113,557;17,416.75
Dec 25, 2019;12:00 AM;12:00 AM;146,277.25;105,373.25;17,611.75
Dec 26, 2019;12:00 AM;12:00 AM;151,600;118,522;11,854.75
Dec 27, 2019;12:00 AM;12:00 AM;168,185.75;140,969.75;1,663.5
Dec 28, 2019;12:00 AM;12:00 AM;168,738;105,695;4,620.25
Dec 29, 2019;12:00 AM;12:00 AM;166,023.5;121,537.5;12,290.75
Dec 30, 2019;12:00 AM;12:00 AM;176,837.5;171,092.5;14,781.25
Dec 31, 2019;12:00 AM;12:00 AM;162,137.5;133,948.5;10,367.5
Jan 1, 2020;12:00 AM;12:00 AM;151,804;132,537;6,453.75
Jan 2, 2020;12:00 AM;12:00 AM;174,150.25;167,856.25;5,906
Jan 3, 2020;12:00 AM;12:00 AM;180,924.25;177,413.25;6,639.25
Jan 4, 2020;12:00 AM;12:00 AM;170,142.5;133,135.5;13,837.25
Jan 5, 2020;12:00 AM;12:00 AM;160,432.75;105,399.75;11,121.75
Jan 6, 2020;12:00 AM;12:00 AM;163,228.25;156,394.25;9,060.75
Jan 7, 2020;12:00 AM;12:00 AM;200,720.75;188,415.75;7,684.25
Jan 8, 2020;12:00 AM;12:00 AM;203,903.5;196,750.5;2,285.25
Jan 9, 2020;12:00 AM;12:00 AM;201,754.5;190,076.5;3,771
Jan 10, 2020;12:00 AM;12:00 AM;200,593.75;194,116.75;4,377.5
Jan 11, 2020;12:00 AM;12:00 AM;176,969.75;147,773.75;14,975.75
Jan 12, 2020;12:00 AM;12:00 AM;167,832;151,717;12,028.75
Jan 13, 2020;12:00 AM;12:00 AM;205,345.25;197,434.25;5,849.5
Jan 14, 2020;12:00 AM;12:00 AM;212,109.75;208,055.75;243.5
Jan 15, 2020;12:00 AM;12:00 AM;212,996.25;205,626.25;3,515.5
Jan 16, 2020;12:00 AM;12:00 AM;209,394;208,336;1,170.25
Jan 17, 2020;12:00 AM;12:00 AM;208,052.5;199,306.5;4,209.5
Jan 18, 2020;12:00 AM;12:00 AM;185,846;184,671;2,495.5
Jan 19, 2020;12:00 AM;12:00 AM;173,410.75;146,714.75;6,285
Jan 20, 2020;12:00 AM;12:00 AM;210,976.25;195,785.25;4,751.75
Jan 21, 2020;12:00 AM;12:00 AM;212,835.75;211,295.75;3,406.75
Jan 22, 2020;12:00 AM;12:00 AM;211,326.5;196,350.5;2,639.75
Jan 23, 2020;12:00 AM;12:00 AM;208,330.5;190,199.5;790
Jan 24, 2020;12:00 AM;12:00 AM;207,776;193,096;2,412.5
Jan 25, 2020;12:00 AM;12:00 AM;181,991.75;181,252.75;2,884
Jan 26, 2020;12:00 AM;12:00 AM;169,529;168,965;8,692
Jan 27, 2020;12:00 AM;12:00 AM;203,477.5;201,852.5;4,261.25
Jan 28, 2020;12:00 AM;12:00 AM;207,619.75;196,561.75;3,875
Jan 29, 2020;12:00 AM;12:00 AM;208,548;172,896;6,366.5
Jan 30, 2020;12:00 AM;12:00 AM;203,914;178,417;6,652.25
Jan 31, 2020;12:00 AM;12:00 AM;195,104;156,927;2,645
Feb 1, 2020;12:00 AM;12:00 AM;164,179.5;143,240.5;9,168.25
Feb 2, 2020;12:00 AM;12:00 AM;154,993.5;111,935.5;18,660.75
Feb 3, 2020;12:00 AM;12:00 AM;194,488;132,013;11,026
Feb 4, 2020;12:00 AM;12:00 AM;201,737.25;147,717.25;5,897.25
Feb 5, 2020;12:00 AM;12:00 AM;205,840.75;137,350.75;5,730.5
Feb 6, 2020;12:00 AM;12:00 AM;205,489.25;155,076.25;5,315.5
Feb 7, 2020;12:00 AM;12:00 AM;200,418.5;166,124.5;5,118
Feb 8, 2020;12:00 AM;12:00 AM;174,555.25;149,233.25;16,796.75
Feb 9, 2020;12:00 AM;12:00 AM;161,392.5;136,206.5;17,458
Feb 10, 2020;12:00 AM;12:00 AM;196,306.75;142,172.75;9,790.75
Feb 11, 2020;12:00 AM;12:00 AM;200,896.75;144,393.75;13,075
Feb 12, 2020;12:00 AM;12:00 AM;203,231.5;150,340.5;9,766.5
Feb 13, 2020;12:00 AM;12:00 AM;201,834.5;165,711.5;2,801.5
Feb 14, 2020;12:00 AM;12:00 AM;196,654.5;155,262.5;998
Feb 15, 2020;12:00 AM;12:00 AM;167,772.5;143,920.5;8,999.75
Feb 16, 2020;12:00 AM;12:00 AM;158,773.5;103,940.5;31,783
Feb 17, 2020;12:00 AM;12:00 AM;190,879.5;174,755.5;6,662.75
Feb 18, 2020;12:00 AM;12:00 AM;193,654;151,983;8,427.5
Feb 19, 2020;12:00 AM;12:00 AM;201,459.25;166,787.25;6,679.5
Feb 20, 2020;12:00 AM;12:00 AM;199,186.25;172,656.25;3,319.5
Feb 21, 2020;12:00 AM;12:00 AM;195,094.5;149,156.5;5,839.75
Feb 22, 2020;12:00 AM;12:00 AM;166,232.25;146,522.25;7,852
Feb 23, 2020;12:00 AM;12:00 AM;156,679.5;102,836.5;23,105.75
Feb 24, 2020;12:00 AM;12:00 AM;191,408.25;150,076.25;5,315
Feb 25, 2020;12:00 AM;12:00 AM;193,177;170,037;8,409.75
Feb 26, 2020;12:00 AM;12:00 AM;201,887;166,988;3,668.5
Feb 27, 2020;12:00 AM;12:00 AM;199,042.75;152,863.75;1,843.25
Feb 28, 2020;12:00 AM;12:00 AM;198,896.75;142,925.75;4,240.5
Feb 29, 2020;12:00 AM;12:00 AM;173,149;127,867;17,906.25
Mar 1, 2020;12:00 AM;12:00 AM;158,226.75;140,952.75;19,155.5
Mar 2, 2020;12:00 AM;12:00 AM;190,159.75;149,200.75;9,521.25
Mar 3, 2020;12:00 AM;12:00 AM;197,899.25;157,475.25;5,710.5
Mar 4, 2020;12:00 AM;12:00 AM;196,725.5;159,129.5;5,270.5
Mar 5, 2020;12:00 AM;12:00 AM;195,501.25;157,786.25;4,142.75
Mar 6, 2020;12:00 AM;12:00 AM;195,094.5;170,253.5;8,009.25
Mar 7, 2020;12:00 AM;12:00 AM;169,390.25;122,180.25;6,150.5
Mar 8, 2020;12:00 AM;12:00 AM;153,903.5;133,788.5;19,903.5
Mar 9, 2020;12:00 AM;12:00 AM;193,860.5;182,688.5;4,021.25
Mar 10, 2020;12:00 AM;12:00 AM;196,567.5;169,278.5;8,839
Mar 11, 2020;12:00 AM;12:00 AM;192,279.25;156,397.25;8,394
Mar 12, 2020;12:00 AM;12:00 AM;186,139;161,600;16,159.75
Mar 13, 2020;12:00 AM;12:00 AM;186,321.75;146,546.75;12,675
Mar 14, 2020;12:00 AM;12:00 AM;160,187.5;136,860.5;5,252.75
Mar 15, 2020;12:00 AM;12:00 AM;146,400.5;118,781.5;20,277.5
Mar 16, 2020;12:00 AM;12:00 AM;172,762.25;120,518.25;4,773.75
Mar 17, 2020;12:00 AM;12:00 AM;173,088.25;165,620.25;1,397
Mar 18, 2020;12:00 AM;12:00 AM;166,540;156,959;4,834.25
Mar 19, 2020;12:00 AM;12:00 AM;163,545.5;158,237.5;1,110
Mar 20, 2020;12:00 AM;12:00 AM;157,194.75;150,828.75;2.75
Mar 21, 2020;12:00 AM;12:00 AM;151,186.5;101,209.5;22,171
Mar 22, 2020;12:00 AM;12:00 AM;142,877.75;93,145.75;19,705
Mar 23, 2020;12:00 AM;12:00 AM;170,310.75;113,600.75;3,851
